TimeStep,Time,Points:0,Points:1,Points:2,Raw Length,Raw Speed,Raw Length:0,Raw Velocity:0,Raw Length:1,Raw Velocity:1,Smoothed:0,Smoothed:1,Smoothed Length,Smoothed Speed,Smoothed Length:0,Smoothed Velocity:0,Smoothed Length:1,Smoothed Velocity:1
50,0.013438,19.75,3.0007,0,18.21855516126126,1581.2653667237541,17.75,1499.9999999999986,3.0015800000000006,500.4000000000004,19.742132867134046,3.0182027972029775,18.294726963709685,1535.2331676764934,17.863790442891627,1489.5104895105917,3.1474845163171996,371.8862470862693
51,0.013688,20.125,3.1258,0,18.6138715029422,1581.2653667237541,18.125,1499.9999999999986,3.1266800000000003,500.3999999999986,20.11421911422031,3.1030053613055464,18.676354596552372,1526.5105313707452,18.235876689977893,1488.344988345061,3.2322870804197685,339.2102564102754
52,0.013938,20.5,3.2508,0,19.009156210463246,1581.138830084184,18.5,1499.9999999999986,3.2516800000000003,499.99999999999955,20.506701631702853,3.2090988344990263,19.082923596334314,1626.275999127769,18.628359207460434,1569.9300699301646,3.3383805536132485,424.3738927739194
53,0.014188,20.875,3.2507,0,19.38415622379658,1500.0000533333468,18.875,1500.000000000009,3.25178,0.3999999999990702,20.92191142191267,3.3031993006994975,19.50866303263923,1702.9577452196736,19.043568997670253,1660.8391608392837,3.4324810198137197,376.40186480188703
54,0.014438,21.375,3.3757,0,19.899544426998787,2061.5528128088254,19.375,1999.9999999999982,3.37678,499.99999999999955,21.325466200467474,3.3836149184151205,19.920151952134034,1645.9556779792151,19.447123776225055,1614.219114219209,3.5128966375293427,321.6624708624917
55,0.014688,21.75,3.5008,0,20.294860768679726,1581.2653667237541,19.75,1499.9999999999986,3.50188,500.3999999999986,21.73251748251878,3.453814918415124,20.333212221610065,1652.2410779041209,19.85417505827636,1628.2051282052223,3.583096637529346,280.80000000001326
56,0.014938,22.125,3.5007,0,20.66986078201306,1500.0000533333364,20.125,1499.9999999999986,3.5019799999999996,0.39999999999906743,22.14248251748384,3.535702564102775,20.751275513959644,1672.2531693983155,20.264140093241423,1639.8601398602452,3.664984283216997,327.5505827506035
57,0.015188,22.5,3.6258,0,21.065177123694,1581.2653667237541,20.5,1499.9999999999986,3.6270799999999994,500.3999999999986,22.54953379953514,3.6015428904431053,21.16361723485653,1649.3668835875453,20.67119137529272,1628.205128205194,3.7308246095573274,263.3613053613215
58,0.015438,23.0,3.6256,0,21.565177163694,2000.0001599999973,21.0,1999.9999999999982,3.6272799999999994,0.7999999999999112,22.95308857808995,3.6577734265736446,21.571070707645696,1629.8138911566568,21.07474615384753,1614.2191142192373,3.7870551456878667,224.922144522157
59,0.015688,23.375,3.7508,0,21.96052516229776,1581.3919944150414,21.375,1499.9999999999986,3.7524799999999994,500.79999999999944,23.37354312354452,3.7134163170165384,21.99519115757737,1696.4817997266962,21.4952006993021,1681.8181818182707,3.8426980361307606,222.57156177157515
60,0.015938,23.75,3.7507,0,22.335525175631094,1500.0000533333364,21.75,1499.9999999999986,3.752579999999999,0.39999999999906743,23.75291375291517,3.782788578088804,22.38085238849819,1542.6449236832823,21.87457132867275,1517.4825174826042,3.912070297203026,277.48904428906206
61,0.016188,24.125,3.8758,0,22.730841517312033,1581.2653667237541,22.125,1499.9999999999986,3.877679999999999,500.3999999999986,24.122086247087687,3.851583682983913,22.75638014634185,1502.1110313746378,22.243743822845268,1476.6899766900665,3.9808654020981353,275.1804195804366
62,0.016438,24.5,3.8757,0,23.105841530645367,1500.0000533333364,22.5,1499.9999999999986,3.8777799999999987,0.39999999999906743,24.50145687645834,3.9107251748254086,23.140332995642808,1535.8113972038284,22.623114452215923,1517.4825174826183,4.040006893939631,236.56596736598146
63,0.016688,24.875,4.0008,0,23.501157872326306,1581.2653667237541,22.875,1499.9999999999986,4.002879999999998,500.3999999999986,24.916666666668153,3.959053846154082,23.558345950416307,1672.0518190939927,23.038324242425734,1660.8391608392437,4.088335565268304,193.3146853146928
64,0.016938,25.375,4.0007,0,24.001157882326307,2000.0000400000015,23.375,1999.9999999999982,4.002979999999998,0.39999999999906743,25.333333333334846,4.0007053613056005,23.977089260602334,1674.9732407441072,23.454990909092427,1666.6666666667693,4.129987080419823,166.6060606060745
65,0.017188,25.75,4.0006,0,24.37615789565964,1500.0000533333573,23.75,1500.0000000000196,4.003079999999998,0.399999999999073,25.743298368299904,4.042370862471103,24.3891661270742,1648.3074658874914,23.864955944057485,1639.8601398602536,4.171652581585326,166.6620046620139
66,0.017438,26.125,4.1258,0,24.771505894263402,1581.3919944150414,24.125,1499.9999999999986,4.1282799999999975,500.7999999999977,26.1410256410272,4.090735198135443,24.789823202932528,1602.6283034333048,24.26268321678478,1590.9090909091774,4.220016917249665,193.45734265735697
67,0.017688,26.5,4.1257,0,25.146505907596737,1500.0000533333364,24.5,1499.9999999999986,4.128379999999997,0.39999999999906743,26.50000000000158,4.1499151515153985,25.153643017240547,1455.279257232077,24.621657575759162,1435.897435897529,4.279196870629621,236.71981351982276
68,0.017938,26.875,4.2508,0,25.541822249277676,1581.2653667237541,24.875,1499.9999999999986,4.253479999999997,500.3999999999986,26.858974358975964,4.218724242424494,25.519152635982387,1462.0384749673563,24.980631934733545,1435.897435897529,4.348005961538716,275.2363636363808
69,0.018188,27.25,4.2507,0,25.91682226261101,1500.0000533333364,25.25,1499.9999999999986,4.253579999999997,0.39999999999906743,27.256701631703258,4.288083682983938,25.922882391469656,1614.9190219490763,25.37835920746084,1590.9090909091774,4.41736540209816,277.43776223777746
70,0.018438,27.625,4.3759,0,26.31217026121477,1581.3919944150414,25.625,1499.9999999999986,4.378779999999996,500.7999999999977,27.661421911423563,4.338464801865061,26.330726432687126,1631.3761648698758,25.783079487181144,1618.881118881218,4.467746520979283,201.52447552448987
71,0.018688,28.125,4.3757,0,26.81217030121477,2000.0001599999973,26.125,1999.9999999999982,4.378979999999996,0.7999999999981349,28.096445221446892,4.40783589743616,26.771246158879254,1762.0789047685134,26.218102797204473,1740.0932400933143,4.537117616550383,277.48438228439886
72,0.018938,28.5,4.5008,0,27.20748664289571,1581.2653667237541,26.5,1499.9999999999986,4.504079999999996,500.3999999999986,28.501456876458576,4.476624475524742,27.182057927419,1643.2470741589768,26.623114452216157,1620.0466200467347,4.605906194638965,275.1543123543276
73,0.019188,28.875,4.5008,0,27.58248664289571,1499.9999999999986,26.875,1499.9999999999986,4.504079999999996,0.0,28.860431235432955,4.541038461538732,27.54676568987447,1458.8310498218805,26.982088811190536,1435.8974358975147,4.670320180652954,257.65594405595823
74,0.019438,29.25,4.6259,0,27.97780298457665,1581.2653667237541,27.25,1499.9999999999986,4.629179999999995,500.3999999999986,29.217365967367705,4.571017948718222,27.90495722036183,1432.7661219494403,27.339023543125286,1427.7389277389987,4.700299667832444,119.91794871795837
75,0.019625,29.5,4.6258,0,28.227803004576646,1336.898502673789,27.5,1336.8983957219275,4.629279999999995,0.5347593582875247,29.59790209790387,4.628147552447829,28.289757867795977,2057.757472909883,27.71955967366145,2034.9525697121123,4.757429271562051,305.50590229736633
76,0.019875,30.0,4.6257,0,28.727803014576647,2000.0000400000015,28.0,1999.9999999999982,4.629379999999995,0.39999999999906743,29.969696969698756,4.671813053613332,28.664108108459732,1497.40096265502,28.091354545456337,1487.1794871795446,4.801094772727554,174.66200466201073
77,0.02025,30.5,4.7508,0,29.243215480471683,1374.433242386761,28.5,1333.3333333333321,4.754479999999995,333.59999999999906,30.396561771563594,4.753136829837113,29.098650529461874,1158.7797893390443,28.518219347321175,1138.3061383062332,4.882418548951335,216.86340326341715
78,0.0205,30.875,4.8759,0,29.638531822152622,1581.2653667237541,28.875,1499.9999999999986,4.8795799999999945,500.3999999999986,30.928904428906275,4.821042424242712,29.63530672720699,2146.624790980466,29.050562004663856,2129.370629370724,4.9503241433569345,271.622377622396
79,0.02075,31.375,4.8758,0,30.138531832152623,2000.0000400000015,29.375,1999.9999999999982,4.879679999999994,0.39999999999906743,31.530594405596286,4.916072960373254,30.24445501034213,2436.593132540549,29.652251981353867,2406.7599067600418,5.045354679487476,380.12214452216466
80,0.021375,32.25,5.0009,0,31.02242945631506,1414.2361986598971,30.25,1399.9999999999989,5.004779999999994,200.15999999999946,32.12092074592266,4.976633333333631,30.837879602734652,949.4793478280363,30.24257832168024,944.5221445221981,5.105915052447853,96.89659673660307
81,0.021625,32.75,5.0007,0,31.52242949631506,2000.000160000025,30.75,2000.000000000026,5.0049799999999935,0.799999999998146,32.68706293706489,5.032837762238063,31.406804833691933,2275.70092382915,30.808720512822468,2264.568764568936,5.162119481352285,224.81771561773138
82,0.021875,33.125,5.1258,0,31.917745837995998,1581.2653667237541,31.125,1499.9999999999986,5.130079999999993,500.3999999999986,33.16928904429103,5.093710489510794,31.892857821972118,1944.2119531207406,31.290946620048608,1928.9044289045573,5.2229922086250165,243.4909090909263
83,0.022125,33.5,5.1257,0,32.29274585132933,1500.0000533333223,31.5,1499.9999999999986,5.130179999999993,0.39999999999906743,33.537004662006666,5.149933566433874,32.2648468135978,1487.9559665027232,31.658662237764247,1470.862470862555,5.279215285548096,224.89230769231818
84,0.022375,33.875,5.2509,0,32.68809384993309,1581.3919944150414,31.875,1499.9999999999986,5.255379999999993,500.7999999999977,33.8776223776244,5.215807226107537,32.61177586575608,1387.7162086331214,31.99927995338198,1362.4708624709274,5.345088945221759,263.49463869465217
85,0.022625,34.25,5.2507,0,33.06309390326642,1500.0002133333212,32.25,1499.9999999999986,5.255579999999992,0.7999999999981349,34.226398601400646,5.292505128205443,32.96888568424031,1428.4392739369296,32.34805617715823,1395.1048951049916,5.421786847319665,306.7916083916235
86,0.022875,34.625,5.3759,0,33.45844190187018,1581.3919944150414,32.625,1499.9999999999986,5.380779999999992,500.7999999999977,34.579545454547514,5.375889277389598,33.3317432544007,1451.4302806415444,32.701203030305095,1412.5874125874689,5.5051709965038205,333.5365967366212
87,0.023125,35.0,5.501,0,33.85375824355112,1581.2653667237541,33.0,1499.9999999999986,5.505879999999992,500.4000000000022,35.022435897437994,5.459253613053939,33.7824111552595,1802.6716034352132,33.144093473195575,1771.5617715619187,5.588535332168161,333.457342657361
88,0.023375,35.375,5.5009,0,34.228758256884454,1500.0000533333364,33.375,1499.9999999999986,5.505979999999993,0.40000000000262015,35.50961538461751,5.530632634032964,34.274791919876094,1969.523058466363,33.63127296037509,1948.7179487180679,5.659914353147186,285.51608391609994
89,0.023875,36.125,5.6259,0,34.98910357317173,1520.6906325745551,34.125,1499.9999999999986,5.630979999999993,249.99999999999977,36.0241841491863,5.614858041958376,34.79620819581121,1042.8325518702327,34.14584172494388,1029.1375291375705,5.744139761072598,168.45081585082497
90,0.024125,36.625,5.6258,0,35.48910358317173,2000.0000400000015,34.625,1999.9999999999982,5.631079999999993,0.39999999999906743,36.52826340326558,5.6555627039630405,35.301928240798595,2022.8801799495368,34.649920979023165,2016.317016317144,5.784844423077263,162.81864801865694
91,0.024375,36.875,5.7509,0,35.7686568160273,1118.2129314222768,34.875,999.9999999999991,5.7561799999999925,500.3999999999986,36.98397435897657,5.703896270396609,35.76019520316792,1833.0678494772867,35.10563193473415,1822.8438228439343,5.8331779895108316,193.33426573427542
92,0.024625,37.375,5.7508,0,36.2686568260273,2000.0000400000015,35.375,1999.9999999999982,5.756279999999992,0.39999999999906743,37.37441724941948,5.763936130536474,36.155227398695104,1580.1287821087428,35.49607482517706,1561.7715617716485,5.893217849650696,240.15944055945914
93,0.024875,37.75,5.7507,0,36.64365683936064,1500.0000533333364,35.75,1499.9999999999986,5.756379999999992,0.39999999999906743,37.724650349652606,5.790129836830182,36.50643863819109,1404.844957983953,35.84630792541019,1400.932400932503,5.9194115559444045,104.77482517483229
94,0.025125,38.125,5.8759,0,37.0390048379644,1581.3919944150414,36.125,1499.9999999999986,5.881579999999992,500.7999999999977,38.12266899767127,5.831210489510838,36.90657169630461,1600.53223245407,36.24432657342885,1592.0745920746513,5.96049220862506,164.32261072262108
95,0.025375,38.5,5.8758,0,37.41400485129773,1500.0000533333364,36.5,1499.9999999999986,5.881679999999991,0.39999999999906743,38.51311188811419,5.875793706294058,37.2995517389482,1571.9201705743715,36.63476946387177,1561.771561771677,6.00507542540828,178.33286713288015
96,0.025625,38.875,5.8757,0,37.78900486463107,1500.0000533333573,36.875,1500.0000000000196,5.881779999999991,0.399999999999073,38.86975524475756,5.920385081585435,37.65897193118597,1437.6807689510729,36.991412820515144,1426.5734265735161,6.049666800699657,178.36550116551086
97,0.025875,39.25,6.0009,0,38.18435286323483,1581.3919944150414,37.25,1499.9999999999986,6.006979999999991,500.7999999999977,39.25000000000234,5.956230769231124,38.04090253641937,1527.7224209335984,37.37165757575992,1520.9790209790967,6.085512488345346,143.38275058275573
98,0.026125,39.625,6.0008,0,38.55935287656816,1500.0000533333364,37.625,1499.9999999999986,6.00707999999999,0.39999999999906743,39.62500000000237,6.000821678322035,38.41854436298732,1510.5673062718083,37.746657575759954,1500.0000000001407,6.130103397436257,178.3636363636452
99,0.026375,40.0,6.0008,0,38.93435287656816,1499.9999999999986,38.0,1499.9999999999986,6.00707999999999,0.0,40.00000000000239,6.045412121212481,38.79618613450786,1510.5670860821747,38.12165757575997,1500.0000000000555,6.174693840326703,178.36177156178206
100,0.026625,40.375,6.1259,0,39.3296692182491,1581.2653667237541,38.375,1499.9999999999986,6.13217999999999,500.3999999999986,40.3750000000024,6.081245920746285,39.17289432553779,1506.8327641197059,38.49665757575998,1500.0000000000555,6.210527639860507,143.33519813521522
101,0.026875,40.75,6.1258,0,39.704669231582436,1500.0000533333364,38.75,1499.9999999999986,6.13227999999999,0.39999999999906743,40.760489510491944,6.1258473193476854,39.56095546434799,1552.244555240803,38.882147086249525,1541.9580419581664,6.255129038461908,178.40559440560338
